,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,salecondition,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,2ndfloorpres,bighouse
75,75,76,180,RM,21.0,1596,0,Lvl,Inside,flat,MeadowV,Norm,Twnhs,SLvl,4,5,3892729,1973,Gable,None,0.0,3,CBlock,16,4,GLQ,462,0,9,988,1,1,0,2,1,3,Typ,0,0,BuiltIn,Unf,297,TA,120,11,2009,Normal,91000,1,0,1,0,0,1,0,Aggregate,36.0,1,0.0
76,76,77,20,RL,73.0,8475,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,4,7,3825936,1956,Gable,None,0.0,3,CBlock,9,1,ALQ,228,724,25,952,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,283,TA,0,4,2008,Normal,135750,0,0,1,0,0,1,0,Vinyl,52.0,0,0.0
77,77,78,50,RM,50.0,8635,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,5,5,3794704,2001,Gable,None,0.0,3,CBlock,9,1,BLQ,336,295,9,1285,1,1,0,2,1,3,Min1,0,0,Detchd,Unf,240,TA,0,1,2008,Normal,127000,0,0,1,0,0,1,0,Wood,60.0,1,0.0
78,78,79,90,RL,72.0,10778,0,Lvl,Inside,flat,Sawyer,Norm,Duplex,1Story,4,5,3873024,1968,Hip,None,0.0,3,CBlock,9,1,Unf,0,1768,9,1768,0,2,0,4,2,3,Typ,0,0,None,None,0,None,0,4,2010,Normal,136500,0,0,0,0,0,1,0,Wood,42.0,0,0.0
79,79,80,50,RM,60.0,10440,0,Lvl,Corner,flat,OldTown,Norm,1Fam,2Story,5,6,3648100,1981,Gable,None,0.0,3,PConc,9,1,Unf,0,440,16,1230,0,1,1,2,1,3,Typ,0,0,Detchd,Unf,440,TA,74,5,2009,Normal,110000,1,0,1,0,0,1,0,Wood,99.0,1,0.0
80,80,81,60,RL,100.0,13000,0,Lvl,Corner,flat,NAmes,Norm,1Fam,2Story,6,6,3873024,1968,Gable,BrkFace,576.0,3,CBlock,16,1,Rec,448,448,9,2142,0,2,1,4,1,4,Typ,1,4,Attchd,Fin,509,TA,0,6,2009,Normal,193500,1,0,1,1,1,1,0,Vinyl,41.0,1,0.0
81,81,82,120,RM,32.0,4500,0,Lvl,FR2,flat,Mitchel,Norm,TwnhsE,1Story,6,5,3992004,1998,Hip,BrkFace,443.0,3,PConc,25,1,GLQ,1201,36,25,1337,1,2,0,2,1,3,Typ,0,0,Attchd,Fin,405,TA,0,3,2006,Normal,153500,1,0,1,0,1,1,0,Vinyl,8.0,0,0.0
82,82,83,20,RL,78.0,10206,0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,8,5,4028049,2007,Gable,Stone,468.0,3,PConc,16,1,GLQ,33,1530,25,1563,0,2,0,3,1,4,Typ,1,4,Attchd,RFn,758,TA,144,10,2008,Normal,245000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
83,83,84,20,RL,80.0,8892,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,5,3841600,1960,Gable,BrkCmn,66.0,3,CBlock,9,1,Unf,0,1065,16,1065,0,1,1,3,1,3,Typ,0,0,Detchd,Unf,461,TA,74,7,2007,Normal,126500,0,0,1,0,1,1,0,Metal,47.0,0,0.0
84,84,85,80,RL,65.0,8530,1,Lvl,Inside,flat,Gilbert,Norm,1Fam,SLvl,7,5,3980025,1996,Gable,BrkFace,22.0,3,PConc,16,1,Unf,0,384,16,1474,0,2,1,3,1,3,Typ,1,3,BuiltIn,Fin,400,TA,120,5,2009,Normal,168500,1,0,1,1,1,1,1,Wood,14.0,1,0.0
85,85,86,60,RL,121.0,16059,0,Lvl,Corner,flat,NoRidge,Norm,1Fam,2Story,8,5,3964081,1992,Hip,BrkFace,284.0,4,CBlock,16,1,Unf,0,1288,25,2417,0,2,1,4,1,4,Typ,1,3,Attchd,Unf,462,TA,127,4,2006,Normal,260000,1,0,1,1,1,1,0,Wood,15.0,1,0.0
86,86,87,60,RL,122.0,11911,2,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,6,5,4020025,2005,Gable,None,0.0,4,PConc,16,3,Unf,0,684,25,1560,0,2,1,3,1,4,Typ,1,4,BuiltIn,Fin,400,TA,100,3,2009,Normal,174000,1,0,1,1,0,1,0,Vinyl,4.0,1,0.0
87,87,88,160,FV,40.0,3951,0,Lvl,Corner,flat,Somerst,Norm,TwnhsE,2Story,6,5,4036081,2009,Gable,Stone,76.0,4,PConc,16,3,Unf,0,612,25,1224,0,2,1,2,1,4,Typ,0,0,Detchd,RFn,528,TA,0,6,2009,Partial,164500,1,0,1,0,1,1,0,Vinyl,0.0,1,0.0
88,88,89,50,C (all),105.0,8470,1,Lvl,Corner,flat,IDOTRR,Feedr,1Fam,1.5Fin,3,2,3667225,1982,Hip,None,0.0,2,CBlock,9,1,Unf,0,1013,9,1526,0,1,0,2,1,2,Typ,0,0,None,None,0,None,0,10,2009,Abnorml,85000,1,0,0,0,0,1,0,Wood,94.0,0,1.0
89,89,90,20,RL,60.0,8070,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,4,5,3976036,1995,Gable,None,0.0,3,PConc,16,1,GLQ,588,402,25,990,1,1,0,3,1,3,Typ,0,0,None,None,0,None,0,8,2007,Normal,123600,0,0,0,0,0,1,0,Vinyl,13.0,0,0.0
90,90,91,20,RL,60.0,7200,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,4,5,3802500,1950,Gable,None,0.0,3,Slab,0,0,None,0,0,9,1040,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,420,TA,0,7,2006,Normal,109900,1,0,1,0,0,0,0,Brick,56.0,0,0.0
91,91,92,20,RL,85.0,8500,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,3,3845521,1961,Hip,BrkCmn,203.0,3,CBlock,9,1,Rec,600,635,9,1235,0,1,0,2,1,3,Typ,0,0,Attchd,Unf,480,TA,0,12,2006,Abnorml,98600,0,0,1,0,1,1,0,Wood,45.0,0,0.0
92,92,93,30,RL,80.0,13360,1,HLS,Inside,flat,Crawfor,Norm,1Fam,1Story,5,7,3690241,2006,Gable,None,0.0,3,BrkTil,16,1,ALQ,713,163,25,964,1,1,0,2,1,3,Typ,0,0,Detchd,Unf,432,TA,0,8,2009,Normal,163500,1,0,1,0,0,1,0,Wood,88.0,0,0.0
93,93,94,190,C (all),60.0,7200,0,Lvl,Corner,flat,OldTown,Norm,2fmCon,2.5Unf,6,6,3648100,1998,Hip,None,0.0,3,BrkTil,9,2,Rec,1046,168,25,2291,0,2,0,4,2,3,Typ,1,4,Detchd,Unf,506,TA,0,11,2007,Normal,133900,1,0,1,1,0,1,0,Metal,97.0,1,0.0
94,94,95,60,RL,69.0,9337,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,6,5,3988009,1997,Gable,None,0.0,3,PConc,16,1,GLQ,648,176,25,1786,1,2,1,3,1,4,Typ,0,0,Attchd,RFn,684,TA,0,5,2007,Normal,204750,1,0,1,0,0,1,0,Vinyl,10.0,1,0.0
95,95,96,60,RL,65.0,9765,2,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,6,8,3972049,1993,Gable,BrkFace,68.0,5,PConc,16,1,ALQ,310,370,16,1470,0,2,1,3,1,3,Typ,1,3,BuiltIn,Fin,420,TA,232,4,2009,Normal,185000,1,0,1,1,1,1,1,Vinyl,16.0,1,0.0
96,96,97,20,RL,78.0,10264,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,3996001,1999,Gable,BrkFace,183.0,4,PConc,16,3,ALQ,1162,426,25,1588,0,2,0,3,1,4,Typ,0,0,Attchd,RFn,472,TA,158,8,2006,Normal,214000,1,0,1,0,1,1,0,Vinyl,7.0,0,0.0
97,97,98,20,RL,73.0,10921,0,HLS,Inside,flat,Edwards,Norm,1Fam,1Story,4,5,3861225,1965,Hip,BrkFace,48.0,3,CBlock,9,1,Rec,520,440,9,960,1,1,0,3,1,3,Typ,0,0,Attchd,Fin,432,TA,120,5,2007,Normal,94750,0,0,1,0,1,1,0,Wood,42.0,0,0.0
98,98,99,30,RL,85.0,10625,0,Lvl,Corner,flat,Edwards,Norm,1Fam,1Story,5,5,3686400,1950,Gable,None,0.0,3,BrkTil,9,1,ALQ,108,350,4,835,0,1,0,2,1,3,Typ,0,0,Basment,Unf,366,TA,0,5,2010,Abnorml,83000,1,0,1,0,0,1,1,Wood,90.0,0,0.0
99,99,100,20,RL,77.0,9320,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,4,5,3837681,1959,Gable,None,0.0,3,CBlock,9,1,ALQ,569,381,4,1225,1,1,1,3,1,3,Typ,0,0,None,None,0,None,352,1,2010,Normal,128950,0,0,0,0,0,1,1,Wood,51.0,0,0.0
100,100,101,20,RL,80.0,10603,1,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,7,3908529,2001,Gable,BrkFace,28.0,3,PConc,9,2,ALQ,1200,410,16,1610,1,2,0,3,1,4,Typ,2,3,Attchd,RFn,480,TA,168,2,2010,Normal,205000,1,0,1,1,1,1,0,Wood,33.0,0,0.0
101,101,102,60,RL,77.0,9206,0,Lvl,Inside,flat,SawyerW,Norm,1Fam,2Story,6,5,3940225,1985,Gable,BrkFace,336.0,4,CBlock,16,1,Unf,0,741,9,1732,0,2,1,3,1,4,Typ,1,3,Attchd,Fin,476,TA,192,6,2010,Normal,178000,1,0,1,1,1,1,0,Wood,25.0,1,0.0
102,102,103,90,RL,64.0,7018,0,Bnk,Inside,flat,SawyerW,Norm,Duplex,1Story,5,5,3916441,1979,Gable,None,0.0,3,Slab,0,0,None,0,0,9,1535,0,2,0,4,2,3,Typ,0,0,Attchd,Unf,410,TA,0,6,2009,Alloca,118964,0,0,1,0,0,0,0,Wood,30.0,0,0.0
103,103,104,20,RL,94.0,10402,1,Lvl,Corner,flat,CollgCr,Norm,1Fam,1Story,7,5,4036081,2009,Gable,None,0.0,3,PConc,16,1,Unf,0,1226,25,1226,0,2,0,3,1,4,Typ,0,0,Attchd,RFn,740,TA,0,5,2010,Normal,198900,1,0,1,0,0,1,0,Vinyl,1.0,0,0.0
104,104,105,50,RM,60.0,7758,0,Lvl,Corner,flat,IDOTRR,Norm,1Fam,1.5Fin,7,4,3728761,1950,Gable,BrkFace,600.0,3,PConc,9,1,LwQ,224,816,25,1818,0,1,1,4,1,3,Typ,2,3,Detchd,Unf,240,TA,0,6,2007,Normal,169500,1,0,1,1,1,1,0,Aggregate,76.0,1,0.0
105,105,106,60,FV,75.0,9375,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,8,5,4012009,2004,Hip,BrkFace,768.0,4,PConc,25,1,Unf,0,1053,25,1992,0,2,1,3,1,4,Typ,1,4,Attchd,RFn,648,TA,140,8,2008,Normal,250000,1,0,1,1,1,1,0,Vinyl,5.0,1,0.0
106,106,107,30,RM,60.0,10800,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1Story,4,7,3553225,1995,Mansard,None,0.0,3,BrkTil,4,1,Unf,0,641,16,1047,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,273,Fa,0,8,2007,Normal,100000,0,0,1,0,0,1,1,Vinyl,122.0,0,0.0
107,107,108,20,RM,50.0,6000,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1Story,5,5,3794704,1950,Gable,None,0.0,3,CBlock,9,1,ALQ,104,516,25,789,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,250,TA,0,4,2008,Partial,115000,0,0,1,0,0,1,0,Vinyl,60.0,0,0.0
108,108,109,50,RM,85.0,8500,0,Lvl,Corner,flat,IDOTRR,Artery,1Fam,1.5Fin,5,7,3682561,2005,Gable,None,0.0,3,CBlock,9,1,Unf,0,793,9,1517,0,2,0,3,1,2,Typ,0,0,None,None,0,None,0,8,2007,Normal,115000,1,0,0,0,0,1,0,Aggregate,88.0,1,0.0
109,109,110,20,RL,105.0,11751,1,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,6,3908529,1977,Hip,BrkFace,480.0,3,CBlock,16,1,BLQ,705,1139,25,1844,0,2,0,3,1,3,Typ,1,3,Attchd,RFn,546,TA,0,1,2010,Normal,190000,1,0,1,1,1,1,0,Wood,33.0,0,0.0
110,110,111,50,RL,75.0,9525,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1.5Fin,6,4,3818116,1972,Gable,None,0.0,3,CBlock,9,1,Rec,444,550,16,1855,0,2,0,4,1,3,Typ,0,0,Attchd,Unf,325,TA,182,10,2006,Normal,136900,0,0,1,0,0,1,0,Wood,52.0,1,0.0
111,111,112,80,RL,65.0,7750,1,Lvl,Inside,flat,Gilbert,Norm,1Fam,SLvl,7,5,4000000,2000,Gable,None,0.0,3,PConc,16,1,GLQ,250,134,25,1430,0,2,1,3,1,3,Typ,1,3,BuiltIn,Fin,400,TA,180,4,2010,Normal,180000,0,0,1,1,0,1,0,Vinyl,10.0,1,0.0
112,112,113,60,RL,77.0,9965,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,5,4028049,2007,Gable,Stone,220.0,4,PConc,25,3,GLQ,984,280,25,2696,1,2,1,4,1,5,Typ,1,4,BuiltIn,Fin,792,TA,120,10,2007,Partial,383970,1,0,1,1,1,1,0,Vinyl,0.0,1,0.0
113,113,114,20,RL,74.0,21000,0,Bnk,Corner,flat,Crawfor,Norm,1Fam,1Story,6,5,3814209,1953,Hip,BrkFace,184.0,3,CBlock,16,2,ALQ,35,905,9,2259,1,2,0,3,1,4,Typ,2,4,Basment,Unf,450,TA,166,10,2007,Abnorml,217000,1,0,1,1,1,1,0,Wood,54.0,0,0.0
114,114,115,70,RL,61.0,7259,1,Lvl,Inside,sloped,Crawfor,Norm,1Fam,2Story,6,8,3783025,2002,Gambrel,None,0.0,3,CBlock,9,1,ALQ,774,104,25,2320,1,2,1,3,1,4,Typ,1,3,Detchd,Unf,180,TA,224,7,2007,Normal,259500,0,0,1,1,0,1,0,Wood,62.0,1,0.0
115,115,116,160,FV,34.0,3230,0,Lvl,Corner,flat,Somerst,Norm,TwnhsE,2Story,6,5,3996001,1999,Gable,BrkFace,1129.0,3,PConc,16,1,GLQ,419,310,16,1458,0,2,1,2,1,3,Typ,1,2,Detchd,Unf,440,TA,0,6,2007,Normal,176000,1,0,1,1,1,1,0,Metal,8.0,1,0.0
116,116,117,20,RL,71.0,11616,0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,5,3849444,1962,Gable,BrkFace,116.0,3,CBlock,9,1,LwQ,170,252,9,1092,0,1,0,3,1,3,Typ,1,1,Attchd,Unf,288,TA,0,9,2009,Normal,139000,1,0,1,1,1,1,0,Wood,47.0,0,0.0
117,117,118,20,RL,74.0,8536,0,Lvl,Corner,flat,Edwards,Norm,1Fam,1Story,5,5,4024036,2007,Gable,None,0.0,3,PConc,16,1,Unf,0,1125,16,1125,0,1,1,2,1,3,Typ,0,0,Attchd,Unf,430,TA,80,4,2007,Partial,155000,1,0,1,0,0,1,0,Vinyl,1.0,0,0.0
118,118,119,60,RL,90.0,12376,0,Lvl,Corner,flat,SawyerW,Norm,1Fam,2Story,7,5,3960100,1990,Hip,None,0.0,3,PConc,16,2,GLQ,1470,203,16,3222,1,3,0,5,1,4,Typ,2,3,Attchd,Unf,594,TA,367,5,2010,Normal,320000,0,0,1,1,0,1,0,Wood,20.0,1,0.0
119,119,120,60,RL,65.0,8461,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,6,5,4020025,2006,Gable,None,0.0,4,PConc,16,1,Unf,0,728,25,1456,0,2,1,3,1,4,Typ,1,4,Attchd,Fin,390,TA,0,7,2006,Partial,163990,1,0,1,1,0,1,0,Vinyl,1.0,1,0.0
120,120,121,80,RL,80.0,21453,1,Low,CulDSac,sloped,ClearCr,Norm,1Fam,SLvl,6,5,3876961,1969,Flat,None,0.0,3,CBlock,9,4,ALQ,938,0,25,988,1,1,0,1,1,3,Typ,2,3,Attchd,Unf,540,TA,0,10,2006,Normal,180000,1,0,1,1,0,1,0,Wood,37.0,0,0.0
121,121,122,50,RM,50.0,6060,0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,1.5Fin,4,5,3759721,1950,Gable,None,0.0,3,PConc,9,1,Unf,0,732,16,1123,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,264,TA,0,6,2007,Normal,100000,1,0,1,0,0,1,0,Aesbestos,68.0,1,0.0
122,122,123,20,RL,75.0,9464,0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,6,7,3833764,1958,Hip,BrkFace,135.0,3,CBlock,9,1,BLQ,570,510,16,1080,0,1,0,3,1,3,Typ,0,0,Attchd,Unf,288,TA,0,6,2008,Normal,136000,1,0,1,0,1,1,0,Metal,50.0,0,0.0
123,123,124,120,RL,55.0,7892,0,Lvl,Inside,flat,SawyerW,Norm,TwnhsE,1Story,6,5,3972049,1993,Gable,None,0.0,4,PConc,16,1,GLQ,300,899,25,1199,0,2,0,2,1,4,Typ,0,0,Attchd,RFn,530,TA,0,3,2008,Normal,153900,1,0,1,0,0,1,0,Wood,15.0,0,0.0
124,124,125,20,RL,48.0,17043,1,Lvl,CulDSac,flat,NWAmes,Norm,1Fam,1Story,6,5,3916441,1998,Gable,None,0.0,3,CBlock,16,1,Unf,0,1362,9,1586,0,2,0,3,1,3,Typ,1,3,Attchd,Unf,435,TA,192,1,2009,Normal,181000,0,0,1,1,0,1,0,Wood,30.0,0,0.0
125,125,126,190,RM,60.0,6780,0,Lvl,Inside,flat,IDOTRR,Norm,2fmCon,1.5Fin,6,8,3744225,1982,Gable,None,0.0,3,CBlock,9,3,GLQ,490,30,16,754,1,1,0,2,1,3,Typ,0,0,None,None,0,None,53,6,2006,Normal,84500,0,0,0,0,0,1,0,Wood,71.0,0,1.0
126,126,127,120,RL,24.0,4928,1,Lvl,Inside,flat,NPkVill,Norm,TwnhsE,1Story,6,5,3904576,1976,Gable,None,0.0,3,CBlock,16,1,ALQ,120,958,9,958,0,2,0,2,1,3,Typ,1,3,Attchd,RFn,440,TA,0,2,2007,Normal,128000,1,0,1,1,0,1,0,Wood,31.0,0,0.0
127,127,128,45,RM,55.0,4388,1,Bnk,Inside,flat,OldTown,Feedr,1Fam,1.5Unf,5,7,3724900,1950,Gable,None,0.0,3,BrkTil,9,1,LwQ,116,556,25,840,0,1,0,3,1,3,Typ,1,3,None,None,0,None,0,6,2007,Normal,87000,0,0,0,1,0,1,0,Wood,77.0,0,0.0
128,128,129,60,RL,69.0,7590,0,Lvl,Inside,flat,NAmes,PosN,1Fam,2Story,6,5,3865156,1966,Gable,BrkFace,266.0,3,CBlock,9,1,BLQ,512,148,9,1348,0,1,1,3,1,3,Typ,1,2,Attchd,RFn,453,TA,188,7,2006,Normal,155000,1,0,1,1,1,1,0,Vinyl,40.0,1,0.0
129,129,130,20,RL,69.0,8973,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3833764,1991,Gable,BrkFace,85.0,3,CBlock,9,1,Rec,567,413,9,1053,0,1,1,3,1,5,Typ,0,0,2Types,RFn,750,TA,0,7,2006,Abnorml,150000,1,0,1,0,1,1,0,Wood,48.0,0,0.0
130,130,131,60,RL,88.0,14200,0,Lvl,Corner,flat,NAmes,Norm,1Fam,2Story,7,6,3865156,1966,Gable,BrkFace,309.0,3,CBlock,9,1,Rec,445,479,25,2157,0,2,1,4,1,4,Typ,2,4,Attchd,Fin,487,TA,105,5,2006,Normal,226000,1,0,1,1,1,1,0,Metal,40.0,1,0.0
131,131,132,60,RL,65.0,12224,1,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,6,5,4000000,2000,Gable,BrkFace,40.0,4,PConc,16,1,GLQ,695,297,25,2054,1,2,1,3,1,4,Typ,1,3,BuiltIn,RFn,390,TA,24,7,2009,Normal,244000,1,0,1,1,1,1,0,Vinyl,9.0,1,0.0
132,132,133,20,RL,75.0,7388,0,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,5,6,3837681,2002,Gable,None,0.0,3,CBlock,9,1,Rec,405,658,16,1327,1,1,0,3,1,4,Typ,0,0,Detchd,Unf,624,TA,0,7,2007,Normal,150750,0,0,1,0,0,1,0,Metal,48.0,0,0.0
133,133,134,20,RL,85.0,6853,1,Lvl,Inside,flat,Timber,Norm,1Fam,1Story,8,5,4004001,2002,Gable,BrkFace,136.0,4,PConc,25,1,GLQ,1005,262,25,1296,1,2,0,2,1,4,Typ,0,0,Attchd,Fin,471,TA,192,6,2009,Normal,220000,1,0,1,0,1,1,0,Vinyl,8.0,0,0.0
134,134,135,20,RL,78.0,10335,1,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,6,3873024,1993,Gable,None,0.0,3,CBlock,9,1,Rec,570,891,16,1721,0,2,1,3,1,3,Min1,1,3,Attchd,RFn,440,TA,0,7,2006,Normal,180000,1,0,1,1,0,1,0,Wood,38.0,0,0.0
135,135,136,20,RL,80.0,10400,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,7,6,3880900,1970,Hip,BrkFace,288.0,3,PConc,9,1,Unf,0,1304,16,1682,0,2,0,3,1,3,Typ,1,4,Attchd,Unf,530,TA,98,5,2008,Normal,174000,0,0,1,1,1,1,0,Wood,38.0,0,0.0
136,136,137,20,RL,73.0,10355,1,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,5,5,3869089,1967,Gable,BrkFace,196.0,3,CBlock,9,1,BLQ,695,519,9,1214,0,2,0,3,1,3,Typ,1,2,Attchd,RFn,318,TA,0,7,2007,Normal,143000,1,0,1,1,1,1,0,Metal,40.0,0,0.0
137,137,138,90,RL,82.0,11070,0,Lvl,Inside,flat,Mitchel,Norm,Duplex,1Story,7,5,3952144,1989,Gable,BrkFace,70.0,3,CBlock,9,1,Unf,0,1907,16,1959,0,3,0,5,2,3,Typ,0,0,2Types,Unf,766,TA,0,7,2006,Family,171000,0,0,1,0,1,1,0,Vinyl,18.0,0,0.0
138,138,139,60,RL,73.0,9066,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,8,5,3996001,2000,Gable,BrkFace,320.0,4,PConc,16,2,GLQ,668,336,25,1852,0,2,1,3,1,4,Typ,2,3,Attchd,Fin,660,TA,224,12,2008,Normal,230000,1,0,1,1,1,1,0,Vinyl,9.0,1,0.0
139,139,140,60,RL,65.0,15426,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,6,5,3988009,1997,Gable,None,0.0,3,PConc,16,1,GLQ,821,107,25,1764,1,2,1,3,1,4,Typ,0,0,Attchd,RFn,470,TA,276,8,2009,Normal,231500,1,0,1,0,0,1,0,Vinyl,12.0,1,0.0
140,140,141,20,RL,70.0,10500,0,Lvl,FR2,flat,NAmes,Norm,1Fam,1Story,4,5,3884841,1971,Gable,None,0.0,3,CBlock,9,1,ALQ,432,432,9,864,0,1,0,3,1,3,Typ,1,1,None,None,0,None,0,4,2010,Normal,115000,0,0,0,1,0,1,0,Wood,39.0,0,0.0
141,141,142,20,RL,78.0,11645,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,4020025,2005,Gable,None,0.0,4,PConc,16,3,GLQ,1300,434,25,1734,1,2,0,3,1,4,Typ,0,0,Attchd,Fin,660,TA,160,1,2006,Normal,260000,1,0,1,0,0,1,0,Vinyl,1.0,0,0.0
142,142,143,50,RL,71.0,8520,0,Lvl,Corner,flat,NAmes,Artery,1Fam,1.5Fin,5,4,3810304,1952,Gable,None,0.0,3,CBlock,9,1,Rec,507,403,4,1385,0,2,0,4,1,3,Typ,0,0,Detchd,Unf,720,TA,0,6,2010,Normal,166000,0,0,1,0,0,1,0,Brick,58.0,1,0.0
143,143,144,20,RL,78.0,10335,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,3996001,1999,Gable,BrkFace,183.0,4,PConc,16,4,GLQ,679,811,25,1501,1,2,0,3,1,4,Typ,0,0,Attchd,RFn,577,TA,144,6,2009,Normal,204000,1,0,1,0,1,1,0,Vinyl,10.0,0,0.0
144,144,145,90,RM,70.0,9100,0,Lvl,Inside,flat,Sawyer,RRAe,Duplex,1Story,5,5,3853369,1963,Gable,BrkFace,336.0,3,CBlock,9,1,Rec,1332,396,9,1728,1,2,0,6,2,3,Typ,0,0,Detchd,Unf,504,TA,0,11,2006,Abnorml,125000,0,0,1,0,1,1,0,Wood,43.0,0,0.0
145,145,146,160,RM,24.0,2522,0,Lvl,Inside,flat,Edwards,Norm,Twnhs,2Story,6,5,4016016,2006,Gable,Stone,50.0,4,PConc,16,1,Unf,0,970,25,1709,0,2,0,3,1,4,Maj1,0,0,Detchd,Unf,380,TA,0,4,2006,Normal,130000,1,0,1,0,1,1,0,Vinyl,2.0,1,0.0
146,146,147,30,RM,51.0,6120,0,Lvl,Corner,flat,BrkSide,Norm,1Fam,1Story,5,7,3728761,1993,Gable,None,0.0,3,BrkTil,9,1,BLQ,209,506,9,875,1,1,0,2,1,3,Typ,0,0,Detchd,Unf,180,TA,48,11,2009,Normal,105000,0,0,1,0,0,1,0,Wood,78.0,0,0.0
147,147,148,60,RL,65.0,9505,1,Lvl,CulDSac,flat,Gilbert,Norm,1Fam,2Story,7,5,4004001,2001,Gable,BrkFace,180.0,4,PConc,16,1,Unf,0,884,25,2035,0,2,1,3,1,4,Typ,1,4,BuiltIn,Fin,434,TA,144,5,2010,Normal,222500,1,0,1,1,1,1,0,Vinyl,9.0,1,0.0
148,148,149,20,RL,63.0,7500,0,Lvl,Inside,flat,SawyerW,Norm,1Fam,1Story,7,5,4016016,2005,Gable,BrkFace,120.0,3,PConc,16,1,GLQ,680,400,25,1080,1,1,0,3,1,4,Typ,0,0,None,None,0,None,0,4,2008,Normal,141000,0,0,0,0,1,1,0,Vinyl,4.0,0,0.0
149,149,150,50,RM,52.0,6240,0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,5,4,3748096,1950,Gable,None,0.0,3,BrkTil,16,1,Unf,0,896,16,1344,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,240,TA,200,4,2006,Normal,115000,1,0,1,0,0,1,0,Metal,70.0,1,0.0
150,150,151,20,RL,120.0,10356,0,Lvl,Corner,flat,CollgCr,Norm,1Fam,1Story,5,6,3900625,1975,Gable,None,0.0,3,CBlock,9,3,BLQ,716,253,9,969,0,1,1,3,1,3,Typ,0,0,Attchd,Unf,440,TA,0,1,2007,Normal,122000,0,0,1,0,0,1,0,Wood,32.0,0,0.0
151,151,152,20,RL,107.0,13891,0,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,8,5,4028049,2008,Hip,Stone,436.0,4,PConc,25,4,GLQ,1400,310,25,1710,1,2,0,2,1,4,Typ,1,4,Attchd,RFn,866,TA,0,1,2008,Partial,372402,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
